Product_url,brand,Title,Description,Sale_price,MRP,Discount_percentage,Seller_name,seller_rating,Number_of_ratings,Number_of_reviews,UPC,Star_rating_of_the_product,Color,Model,Headphone Type,Is sweatproof,Is water resistant,Microphon,Connectivity,Battery life
https://www.flipkart.com/jabra-elite-65t-true-wireless-bluetooth-headset/p/itm979d476ddf272?pid=ACCFAS4MEFYGYMVV,Jabra,"Jabra Elite 65t True Wireless Bluetooth Headset  (Titanium Black, True Wireless)","With these Wireless Jabra Earbuds, you can listen to music without the hassle of wires. This way, you don’t have to deal with untangling wires. The earbuds ensure effective noise reduction while you take calls. They also feature advanced speakers that reduce ambient sound.",8999,15499,41,SuperComNet,4.6,2798,326,ACCFAS4MEFYGYMVV,3.9,Titanium Black,Elite 65t,True Wireless,Not available,Yes,Yes,Bluetooth,Not available
https://www.flipkart.com/jbl-t120twspik-bluetooth-headset/p/itm5eeb58c1c65cf?pid=ACCFGQRVB89HRQEY,JBL,"JBL T120TWSPIK Bluetooth Headset  (Pink, True Wireless)","If you want to enjoy a wireless headset experience, then this JBL headset is designed for you. Its 5.8 mm driver comes equipped with JBL Pure Bass so that you can enjoy punchy bass. Moreover, its powerful battery gives you up to 4 hours of non-stop entertainment with a complete charging session. Furthermore, enjoy tangle-free music and calls with this headset.",5999,7999,25,Creative Deals,4.7,1077,115,ACCFGQRVB89HRQEY,3.8,Pink,T120TWSPIK,True Wireless,Not available,No,Yes,Bluetooth,Not available
https://www.flipkart.com/jbl-endurance-peak-ipx7-true-wireless-bluetooth-headset/p/itm7a17a8ec146cd?pid=ACCFFUF9DEEQ7KHD,JBL,"JBL Endurance Peak IPX7 True Wireless Bluetooth Headset  (Red, Grey, True Wireless)","Free yourself from all constraints and be ready to reach a new level of performance with the JBL Endurance PEAK headphones. Enjoy the freedom of a fully wireless workout without the need to recharge the headphones for as long as 28 hours (4h + 24h backup power). But if you feel like you still have more to give, it only takes 10 minutes of recharging for another hour of motivating music. Thanks to the PowerHook technology, the JBL Endurance PEAK headphones conveniently power on and off as you start wearing them, so theyre ready to attack each and every workout whenever you are. In addition, the PowerHook lets you switch off your TWS buds without reaching for your charging case each time. With their IPX7 waterproof design, the JBL Endurance PEAK are also guaranteed never to hurt or fall out and feature a flexible around the ears hook for extra security. In addition, the JBL Endurance PEAK headphones work in both mono and stereo mode and allow you to seamlessly control your sound or calls directly on the earpiece using their convenient touch controls. And when your workout is over, simply put your headphones in the rugged storage case.",6999,12599,44,CORSECA,4.7,78,14,ACCFFUF9DEEQ7KHD,3.1,"Red, Grey",JBLENDURPEAKRED,True Wireless,No,Yes,Yes,Bluetooth,4
https://www.flipkart.com/zebronics-pine-bluetooth-headset/p/itm62d2b3c36b9e7?pid=ACCEZEZFPPH92HCY,ZEBRONICS,"ZEBRONICS Pine Bluetooth Headset  (Black, On the Ear)","Pine is a metallic finish BT headset It comes with microphone, a media control button and has passive noise cancellation. With easy dual phone pairing one can connect this seamlessly to two phones. It has an LED indicator and also comes with various ear clips for a comfortable fit.",550,999,44,RAHULCOMPUTECH,4.1,34,3,ACCEZEZFPPH92HCY,3.4,Black,Pine,On the Ear,No,Yes,Yes,Bluetooth,Not available
https://www.flipkart.com/zebronics-zeb-corolla-wired-headset/p/itm85a36e16aed79?pid=ACCFPVZ2ZFTZPRGW,ZEBRONICS,"ZEBRONICS ZEB COROLLA Wired Headset  (Black, In the Ear)",Description Not available,215,399,46,mobile decoration,4.2,107,9,ACCFPVZ2ZFTZPRGW,3.5,Black,ZEB COROLLA,In the Ear,Not available,No,Yes,Wired,Not available
https://www.flipkart.com/zebronics-europa-bluetooth-headset/p/itm94ed463bc4d41?pid=ACCF4ZFQ53S2GNKE,ZEBRONICS,"ZEBRONICS Europa Bluetooth Headset  (Black, In the Ear)",Zebronics Europa is a Bluetooth Earphone with mic Dual Pairing Media Control Full Charge Indication Call Function,498,799,37,Cloud trade,3.4,12,1,ACCF4ZFQ53S2GNKE,3.4,Black,Europa,In the Ear,Yes,No,Yes,Bluetooth,Not available
https://www.flipkart.com/boat-airdopes-381-asap-charge-bluetooth-headset/p/itm904384758ba78?pid=ACCFVGUUCYC4JU5F,boAt,"boAt Airdopes 381 with ASAP charge Bluetooth Headset  (Blue, True Wireless)","Tune into the true wireless vibe with the all new boAt Airdopes 381 TWS earbuds, where it's all about style and sound! The earbuds have been crafted ergonomically that keeps the earbuds securely in place whenever in use. These earbuds measure are IPX5 rated to offer resistance against sweat and water scares. It offers a playback time of up to 20 hours with the case, including up to 4 hours of playtime per charge. With our ASAP Fast Charge technology, the earbuds fetch a playback time of up to 60 min in just 5 min of charge. It also comes with IWP technology and Bluetooth v5.0 for instant connectivity. The unbeatable boAt signature sound shines through by offering an immersive experience. Its smooth touch controls lets one command playback, hands-free and activate voice assistant with ease.",1999,4990,59,SuperComNet,4.6,119074,12358,ACCFVGUUCYC4JU5F,3.9,Blue,Airdopes 381,True Wireless,Yes,Yes,Yes,Bluetooth,20
https://www.flipkart.com/skullcandy-indy-evo-true-bluetooth-headset/p/itme9864981ff7d8?pid=ACCFTUYVRYQFUQMD,Skullcandy,"Skullcandy Indy Evo True Bluetooth Headset  (Pure mint, True Wireless)",Description Not available,6589,10999,40,ARCHIESU,4.2,207,40,ACCFTUYVRYQFUQMD,3.9,Pure mint,Indy Evo True,True Wireless,Not available,Not available,Yes,Bluetooth,Not available
https://www.flipkart.com/skullcandy-smokin-buds-2-bluetooth-headset-mic/p/itme6c3ed417f530?pid=ACCEAD5KUV2XPUJH,Skullcandy,"Skullcandy Smokin' Buds 2 Bluetooth Headset with Mic  (Black, Chrome, In the Ear)","Experience all-day comfort and convenience with the Smokin’ Buds 2 Wireless earbuds.Whether you’re walking down the street or gaming on the couch, Bluetooth functionality makes it possible to take your audio anywhere you go. Wireless freedom also means no tangling cords and makes for easy storage when you’re done listening. Enjoy the comfort and sound of your earbuds for a full 6 hours, without having to worry about recharging. Carefree listening is yours wherever you choose to take your soundtrack. Unlike other bulky and stiff products on the market, this low-profile collar is made of moldable plastic that gently hugs your neck, and can be removed entirely if you prefer. Use the notches in the collar or the provided “S” clip to adjust for the perfect fit or keep cables secure in place. Take calls and navigate your playlists with the easily located microphone and remote just under the left earbud. Use the + and - buttons to adjust volume or switch up music tracks. Press the middle button to answer/end calls or play/pause the music. No ear canal is a perfect circle, so why should your buds be? The Smokin’ Buds 2 feature an angled and oval-shaped nozzle that aligns better with the natural shape of the ear, improving comfort and noise isolation. Experience attacking bass, crisp vocals and precision highs, so you can hear your music with the highest quality possible.",3999,5999,33,ARCHIESU,4.2,3581,515,ACCEAD5KUV2XPUJH,4,"Black, Chrome",S2pghw-174,In the Ear,Yes,No,No,Bluetooth,Not available
https://www.flipkart.com/jbl-t450bt-extra-bass-bluetooth-headset/p/itm8fcd60915a1ba?pid=ACCETDEEZMURMBRG,JBL,"JBL T450BT Extra Bass Bluetooth Headset  (Blue, On the Ear)","Shake a leg, headbang, or groove to your favorite songs without disturbing others with the JBL T450 BT Bluetooth Headset. This mobile accessory features a Flat and Foldable Design, Bluetooth Connectivity, and JBL Pure Bass Sound for an immersive aural experience wherever you go.",2499,3499,28,CORSECA,4.7,67109,7472,ACCETDEEZMURMBRG,4.2,Blue,T450 BT,On the Ear,Not available,Not available,Yes,Bluetooth,11
https://www.flipkart.com/zebronics-zeb-yoga-101-bluetooth-headset/p/itmedefd1acd7e1f?pid=ACCFWYYCFYPWUY9P,ZEBRONICS,"ZEBRONICS Zeb-Yoga 101 Bluetooth Headset  (Grey, In the Ear)",Description Not available,1299,2499,48,SuperComNet,4.6,20,2,ACCFWYYCFYPWUY9P,3.8,Grey,Zeb-Yoga 101,In the Ear,No,No,Yes,Bluetooth,7 hrs
https://www.flipkart.com/skullcandy-spoke-bluetooth-headset/p/itm8797d06ca35a8?pid=ACCFWGAZGTVRCBAY,Skullcandy,"Skullcandy Spoke Bluetooth Headset  (Black, True Wireless)",Description Not available,2349,7999,70,ARCHIESU,4.2,177,35,ACCFWGAZGTVRCBAY,3.7,Black,Spoke,True Wireless,Not available,Not available,Yes,Bluetooth,Not available
https://www.flipkart.com/boat-rockerz-255-bluetooth-headset/p/itm56cd4abf08f49?pid=ACCGFGHZZAKHTGH6,boAt,"boAt Rockerz 255 Bluetooth Headset  (RCB Black, In the Ear)","Have you ditched the 3.5mm headphones jack and now looking for a good pair of Bluetooth Earphones to go wireless? Well look no further. You may wonder where we put it, but it is all there: The new Rockerz 255 are equipped with the latest Bluetooth 5.0 chipset and 10mm drivers. Together they ensure crystal clear wireless transmission in true HD sound. With its 6 hours play time, you're sure to spend a quarter of your day with these earphones. Listen to music, take calls or activate voice-controlled smartphone assistants because touching your phone to control it is too mainstream! The magnetic earbuds secure the earphones from falling and keeps them safe when not in use. Experience the redefined symbol of wireless earphones and plug into nirvana!",1299,2990,56,Not available,0,716020,66380,ACCGFGHZZAKHTGH6,4.2,RCB Black,Rockerz 255,In the Ear,Yes,Yes,Yes,Bluetooth,Not available
https://www.flipkart.com/jbl-endurance-runbt-ipx5-sports-bluetooth-headset/p/itm2743a41d4b3ed?pid=ACCFFUF9S9NARQXS,JBL,"JBL Endurance RunBT IPX5 Sports Bluetooth Headset  (Red, Grey, In the Ear)","If you are planning on buying Bluetooth-enabled headphones, then these JBL headphones are ideal for you. They deliver up to 6 hours of high-quality audio playback with a complete charging session. Moreover, they are designed to be flexible so that you can wear them either in-ear or behind the year. Furthermore, they come with IPX5 certification, which keeps them safe from water and sweat.",1999,3199,37,ElectropStore,4.3,9496,983,ACCFFUF9S9NARQXS,4,"Red, Grey",JBLENDURRUNBTRED / Endurance RunBT IPX5 Sports,In the Ear,Yes,Yes,Yes,Bluetooth,6
https://www.flipkart.com/zebronics-zeb-paradise-wireless-bluetooth-headset/p/itm14b3f0e5a58c8?pid=ACCFV5Z2CJ6FU9EB,ZEBRONICS,"ZEBRONICS ZEB-PARADISE Wireless Bluetooth Headset Bluetooth Headset  (Blue, On the Ear)","Zebronics is an IT & Gaming peripheral, Sound System, Mobile & Lifestyle Accessories & Surveillance Solutions. eb-Paradise is a wireless BT headphone that comes in an ergonomic design with soft earcups for comfort. The headphone has a built-in mic and comes with 11 hours of playback time. It also features a voice assistant for android,comes with controls for volume/media, and has a built-in FM Radio.",935,1199,22,GADGET VILLA ENT,4.2,0,0,ACCFV5Z2CJ6FU9EB,Not available,Blue,ZEB-PARADISE Wireless Bluetooth Headset,On the Ear,No,No,Yes,Bluetooth,Not available
https://www.flipkart.com/jbl-live-220bt-bluetooth-headset/p/itm8b180777b2db7?pid=ACCFKFZDCC9YGQDM,JBL,"JBL Live 220BT Bluetooth Headset  (Red, In the Ear)",Description Not available,3990,5299,24,ElectropStore,4.3,212,24,ACCFKFZDCC9YGQDM,3.1,Red,Live 220BT,In the Ear,Not available,No,Yes,Bluetooth,10
https://www.flipkart.com/jabra-elite-active-65t-titanium-bluetooth-headset/p/itm0df76d011a664?pid=ACCFHJZ5QHFE8FH7,Jabra,"Jabra Elite Active 65t Titanium Bluetooth Headset  (Black, True Wireless)","With the Jabra Elite Active 65t Bluetooth Headset with Mic, make your favorite music a part of your everyday activities. This powerful and elegant IP56-rated wireless headset features up to 5 Hours of Battery Life, Bluetooth Connectivity, and many additional features via the Jabra Sound+ App for an immersive musical experience.",3999,16999,76,SuperComNet,4.6,1757,204,ACCFHJZ5QHFE8FH7,4,Black,Elite Active 65t Titanium,True Wireless,Yes,Yes,Yes,Bluetooth,15
https://www.flipkart.com/boat-airdopes-201-earbuds-bluetooth-headset/p/itm13f28ad72a732?pid=ACCFSDGSHWHQNRBR,boAt,"boAt Airdopes 201 Earbuds Bluetooth Headset  (Viper Green, True Wireless)","The boAt Airdopes 201 Bluetooth earbuds are here to take your music-listening experience to the next level. Equipped with Bluetooth 5.0, these earbuds connect seamlessly to your Bluetooth-enabled smartphone. These IPX4 certified, sweat- and water-resistant earbuds let you enjoy your music as you lift weights or go for a jog early morning. The Airdopes 201 also allows you to access your voice assistant at a single press of a button.",1799,3999,55,SuperComNet,4.6,38411,3648,ACCFSDGSHWHQNRBR,4,Viper Green,Airdopes 200 / Airdopes 201,True Wireless,Yes,Yes,Yes,Bluetooth,12
https://www.flipkart.com/zebronics-zeb-paradise-bluetooth-headset/p/itm58fef879213ac?pid=ACCFPBMHDEZSGWRK,ZEBRONICS,"ZEBRONICS ZEB-PARADISE Bluetooth Headset  (Blue, True Wireless)","Zeb-Paradise is a wireless BT headphone that comes in an ergonomic design with soft earcups for comfort. The headphone has a built-in mic and comes with 11 hours of playback time. It also features a voice assistant for android/iOS devices, comes with controls for volume/media, and has a built-in FM Radio.",910,1199,24,GoodsKing,4,736,86,ACCFPBMHDEZSGWRK,4,Blue,ZEB-PARADISE,True Wireless,Not available,Not available,Yes,Bluetooth,Not available
https://www.flipkart.com/sony-wf-h800-16hrs-battery-life-bluetooth-headset/p/itmc6d97917cbcf9?pid=ACCFUQ5HCMHEDWV2,SONY,"SONY WF-H800 With 16hrs Battery Life Bluetooth Headset  (Black, True Wireless)","Get set to go for your daily jogs, tagging your favourite music along, by wearing these earbuds from Sony. They have been designed with a tri-hold structure to fit well on your ears. Oh, and these earbuds also feature proximity sensors that can detect when you have taken an earbud off, thereby pausing and resuming music accordingly. Not to forget, they are compact and lightweight, so they can be carried along anywhere.",12990,16990,23,SuperComNet,4.6,110,22,ACCFUQ5HCMHEDWV2,4.2,Black,WF-H800,True Wireless,No,No,Yes,Bluetooth,16
https://www.flipkart.com/jbl-endurance-runbt-ipx5-sports-bluetooth-headset/p/itmca14059c41881?pid=ACCFFUF98FC7XHWN,JBL,"JBL Endurance RunBT IPX5 Sports Bluetooth Headset  (Green, Black, Yellow, In the Ear)","If you are planning on buying Bluetooth-enabled headphones, then these JBL headphones are ideal for you. They deliver up to 6 hours of high-quality audio playback with a complete charging session. Moreover, they are designed to be flexible so that you can wear them either in-ear or behind the year. Furthermore, they come with IPX5 certification, which keeps them safe from water and sweat.",2049,3199,35,CORSECA,4.7,9496,983,ACCFFUF98FC7XHWN,4,"Green, Black, Yellow",JBLENDURRUNBTBNL,In the Ear,Yes,Yes,Yes,Bluetooth,6
https://www.flipkart.com/sony-wh-ch510-google-assistant-enabled-bluetooth-headset/p/itm4c2d049ea4e74?pid=ACCFKYCBAETWPBZX,SONY,"SONY WH-CH510 Google Assistant enabled Bluetooth Headset  (Black, On the Ear)",Conversations and music flow seamlessly with these lightweight and compact headphones from Sony that come equipped with a microphone and Bluetooth technology. Stay entertained through those long commute hours with these headphones that offer up to 35 hours of wireless listening experience.,2999,4990,39,CORSECA,4.7,11988,1493,ACCFKYCBAETWPBZX,4.1,Black,WH-CH510,On the Ear,No,No,Yes,Bluetooth,35
https://www.flipkart.com/boat-airdopes-381-asap-charge-bluetooth-headset/p/itm2817f27523698?pid=ACCFVGUUTCTSJFJ2,boAt,"boAt Airdopes 381 with ASAP charge Bluetooth Headset  (Mint Purple, True Wireless)","Tune into the true wireless vibe with the all new boAt Airdopes 381 TWS earbuds, where it's all about style and sound! The earbuds have been crafted ergonomically that keeps the earbuds securely in place whenever in use. These earbuds measure are IPX5 rated to offer resistance against sweat and water scares. It offers a playback time of up to 20 hours with the case, including up to 4 hours of playtime per charge. With our ASAP Fast Charge technology, the earbuds fetch a playback time of up to 60 min in just 5 min of charge. It also comes with IWP technology and Bluetooth v5.0 for instant connectivity. The unbeatable boAt signature sound shines through by offering an immersive experience. Its smooth touch controls lets one command playback, hands-free and activate voice assistant with ease.",1999,4990,59,SuperComNet,4.6,119074,12358,ACCFVGUUTCTSJFJ2,3.9,Mint Purple,Airdopes 381,True Wireless,Yes,Yes,Yes,Bluetooth,20
https://www.flipkart.com/zebronics-zeb-supreme-usb-wired-headphone-headset/p/itm27ad5e77696ba?pid=ACCFX7ECR2PXHY2Z,ZEBRONICS,"ZEBRONICS Zeb-Supreme USB Wired Headphone Wired Headset  (Silver, On the Ear)","Go retro with our USB wired headphone Zeb-Supreme that comes with an adjustable headband, mic and comes along with a multi-function control pod for media and more.",999,999,0,RAHULCOMPUTECH,4.1,54,5,ACCFX7ECR2PXHY2Z,3.7,Silver,Zeb-Supreme USB Wired Headphone,On the Ear,Not available,Not available,Yes,Wired,Not available
https://www.flipkart.com/zebronics-zeb-200hm-multimedia-headphone-mic-wired-headset/p/itm3c7ff6bb8ed44?pid=ACCFUEYCZBYGCFFM,ZEBRONICS,"ZEBRONICS ZEB-200HM MULTIMEDIA HEADPHONE WITH MIC Wired Headset  (Black, On the Ear)","Zebronics Zeb-200HM is a multimedia headphone with an adjustable mic. It comes in an ergonomic design with an adjustable headband, soft earcups, dual 3.5mm jack, and is compatible with PC/Laptop.",699,699,0,URESKA,4.4,185,31,ACCFUEYCZBYGCFFM,3.5,Black,ZEB-200HM MULTIMEDIA HEADPHONE WITH MIC,On the Ear,Not available,Not available,Yes,Wired,Not available
https://www.flipkart.com/sony-xb450-wired-without-mic-headset/p/itm46cb896f60671?pid=ACCDZRE82VDG7B56,SONY,"SONY XB450 Wired without Mic Headset  (Black, On the Ear)","Lose yourself while you are listening to your favourite tracks by investing in these stylish headphones from Sony. It's designed to deliver extra bass, ensuring that there's depth to your music so that you can fully immerse yourself in your songs.",1990,2199,9,BestU,4.2,27533,4951,ACCDZRE82VDG7B56,4.3,Black,MDR-XB450,On the Ear,Not available,Not available,No,Wired,Not available
https://www.flipkart.com/jbl-endurance-jump-bluetooth-headset/p/itmcaaabf5fbbd55?pid=ACCF8CF7MCEYBWQZ,JBL,"JBL Endurance Jump Bluetooth Headset  (Teal, In the Ear)","JBL Endurance JUMP headphones have your back when it's time to take your workout leaps and bounds ahead. Guaranteed never to hurt or fall out, these buds let you turn on the energy � instantly. Slip on the PowerHook design and they automatically power on. Move in confidence with a wireless neckband and TwistLock ear tips. Endure the elements with IPX7 waterproofing and 8-hours of battery life. And if that's not enough, be ready for more in a few minutes thanks to a convenient Speed Charge battery.",3999,5099,21,CORSECA,4.7,954,96,ACCF8CF7MCEYBWQZ,3.8,Teal,Endurance Jump,In the Ear,Not available,Yes,Yes,Bluetooth,Not available
https://www.flipkart.com/zebronics-zeb-lark-bluetooth-headset/p/itm0be7f15f888ba?pid=ACCGY457VZYWABHN,ZEBRONICS,"ZEBRONICS zeb lark Bluetooth Headset  (Black, In the Ear)",Description Not available,895,1399,36,rbtstorecom,4.5,6,0,ACCGY457VZYWABHN,3.3,Black,zeb lark,In the Ear,Not available,Not available,Yes,Bluetooth,Not available
https://www.flipkart.com/zebronics-zeb-winner-wired-headset/p/itmdcb3ae38a7b57?pid=ACCFEGRFYVHZKYSP,ZEBRONICS,"ZEBRONICS ZEB-WINNER Wired Headset  (Green, In the Ear)",Drive size 14mm Impedance 32 ? Frequency response 20Hz-20kHz Sensitivity 105dB Connector 3.5mm Cable length 1.2m Net. weight 14g,439,799,45,E-Stoke,4.4,191,28,ACCFEGRFYVHZKYSP,3.8,Green,ZEB-WINNER,In the Ear,Not available,Yes,Yes,Wired,Not available
https://www.flipkart.com/boat-airdopes-631-bluetooth-headset/p/itmcb3b27f3bcd99?pid=ACCFTZAQFZ2WBPTH,boAt,"boAt Airdopes 631 Bluetooth Headset  (Yellow, Blue, True Wireless)","These earbuds by boAt will let you experience music at its finest form and that too without the hassle of detangling wires. They provide up to 5.5 hours of playback time, so you can listen to music for hours at a stretch. The ergonomic design of each earbud also ensures a comfortable fit. What’s more, they feature Bluetooth (v5.0) technology too.",3999,6990,42,SuperComNet,4.6,720,107,ACCFTZAQFZ2WBPTH,3.3,"Yellow, Blue",Airdopes 631,True Wireless,Yes,Yes,Yes,Bluetooth,5.5 hr
https://www.flipkart.com/sony-mdr-xb55ap-gaming-earphones-clear-sound-extra-bass-mic-wired-headset/p/itm0695e304bec3d?pid=ACCG3YWFXFXRRFBA,SONY,"SONY MDR-XB55AP Gaming Earphones Clear Sound Extra Bass With Mic Wired Headset  (White, In the Ear)",Description Not available,2490,2490,0,BestU,4.2,0,0,ACCG3YWFXFXRRFBA,Not available,White,MDR-XB55AP Gaming Earphones Clear Sound Extra Bass With Mic,In the Ear,Yes,No,Yes,Wired,Not available
https://www.flipkart.com/sony-mdr-ex150ap-light-pink-wired-headset/p/itm6329fda897772?pid=ACCEZ73JYHSFSS8H,SONY,"SONY MDR-EX150AP_Light Pink Wired Headset  (Light Pink, In the Ear)",Description Not available,1490,1490,0,GetSetGo(Not Enough Ratings),0,12,0,ACCEZ73JYHSFSS8H,3.2,Light Pink,MDR-EX150AP_Light Pink,In the Ear,Not available,Not available,Yes,Wired,Not available
https://www.flipkart.com/sony-xb450ap-wired-headset/p/itm74dd902bfe844?pid=ACCE4BHH3MFY5Q5Y,SONY,"SONY XB450AP Wired Headset  (Blue, On the Ear)",Listen to your favourite entertainment on the go with this easily portable Sony wired headset. Its soft cushioned earcups and self-adjusting headband make it easier for you to listen to music for however long you want.,2099,2490,15,CORSECA,4.7,9709,1645,ACCE4BHH3MFY5Q5Y,4.3,Blue,MDR-XB450AP,On the Ear,Not available,Yes,Yes,Wired,Not available
https://www.flipkart.com/zebronics-zeb-bang-bluetooth-headset/p/itm2582d8dd17301?pid=ACCFKTFZ36F6899R,ZEBRONICS,"ZEBRONICS ZEB-BANG Bluetooth Headset  (Orange, On the Ear)","Zeb-Bang is a Bluetooth Headphone with call function and 16hrs playback. It has voice assistant, controls and ports. It is foldable and has adjustable headband.",799,1599,50,SuperComNet,4.6,1640,273,ACCFKTFZ36F6899R,4.1,Orange,ZEB-BANG,On the Ear,Not available,Not available,Yes,Bluetooth,Not available
https://www.flipkart.com/skullcandy-crusher-bluetooth-headset/p/itm96405747aad47?pid=ACCFMJF5UZD4GS8H,Skullcandy,"Skullcandy Crusher Bluetooth Headset  (Red, Moab, On the Ear)",Description Not available,9149,12999,29,MaryHill,4.5,970,199,ACCFMJF5UZD4GS8H,4.5,"Red, Moab",Crusher,On the Ear,Not available,Not available,Yes,Bluetooth,Not available
https://www.flipkart.com/zebronics-zeb-thunder-blue-bluetooth-headset/p/itme9a5850a9660e?pid=ACCFBH83ZFXQHSPU,ZEBRONICS,"ZEBRONICS Zeb-Thunder(Blue) Bluetooth Headset  (Blue, On the Ear)",Description Not available,749,1199,37,SuperComNet,4.6,20707,2922,ACCFBH83ZFXQHSPU,4,Blue,Zeb-Thunder(Blue),On the Ear,Not available,Not available,Yes,Bluetooth,Not available
https://www.flipkart.com/zebronics-zeb-elegance-wired-headset/p/itm74db48c030163?pid=ACCFDBJJ8D4GDKJ6,ZEBRONICS,"ZEBRONICS ZEB-ELEGANCE Wired Headset  (Gold, White, On the Ear)","Multimedia stereo headphone Rich bass & treble , microphone , padded ear cups Light weight with rigid built Compatible with wide range mobile phones & tablets ,Foldable design,Adjustable headband",710,999,28,Amayas infra retail,4.6,67,7,ACCFDBJJ8D4GDKJ6,3.7,"Gold, White",ZEB-ELEGANCE,On the Ear,Not available,Not available,Yes,Wired,Not available
https://www.flipkart.com/jbl-t165bt-bluetooth-headset/p/itm64439ed94fa88?pid=ACCFZVS2F7WNYY6R,JBL,"JBL T165BT Bluetooth Headset  (Grey, In the Ear)",Description Not available,1790,2699,33,Creative Deals,4.7,3162,299,ACCFZVS2F7WNYY6R,3.8,Grey,T165BT,In the Ear,No,No,Yes,Bluetooth,8
https://www.flipkart.com/sony-as410-wired-headset/p/itme07d5afa71f9b?pid=ACCEMGPPUP2JFGCD,SONY,"SONY AS410 Wired Headset  (Black, In the Ear)","Whether you’re walking on the street or working out in the gym, listen to the music of your choice with these Sony AS410AP Sports in-ear headphones. Featuring 9 mm high-sensitivity driver units, a closed design and a frequency range of 5-24,000 Hz, these headphones offer you crystal-clear sound quality. Thanks to the adjustable loop hangers, your headphones will stay put in your ears while you’re on the move. These headphones are also waterproof.",1699,1990,14,CORSECA,4.7,683,73,ACCEMGPPUP2JFGCD,3.9,Black,MDR-AS410AP,In the Ear,Not available,Not available,Yes,Wired,Not available
https://www.flipkart.com/zebronics-wired-headset/p/itm4bad6ffd04d32?pid=ACCFTKHZNHK4DARN,ZEBRONICS,"ZEBRONICS Wired Headset Wired Headset  (Black, In the Ear)",Description Not available,229,399,42,RR collection,0,0,0,ACCFTKHZNHK4DARN,Not available,Black,Wired Headset,In the Ear,Not available,No,Yes,Wired,Not available
https://www.flipkart.com/zebronics-zeb-sound-bomb-z1-bluetooth-supporting-earphone-touch-control-without-mic-headset/p/itmb141c9945ff11?pid=ACCFXZXCHY5RTDNV,ZEBRONICS,"ZEBRONICS Zeb-Sound Bomb Z1 Bluetooth Supporting Earphone, Touch Control Bluetooth without Mic Headset  (Black, True Wireless)",Description Not available,1390,2499,44,truenet retails,4,0,0,ACCFXZXCHY5RTDNV,Not available,Black,"Zeb-Sound Bomb Z1 Bluetooth Supporting Earphone, Touch Control",True Wireless,Not available,Not available,No,Bluetooth,Not available
https://www.flipkart.com/sony-ex15ap-wired-without-mic-headset/p/itm924d81da5111f?pid=ACCEEQZDWJCPTEEZ,SONY,"SONY EX15AP Wired without Mic Headset  (Black, In the Ear)","Wired Connectivity
8 Hz - 22000 Hz Headset Frequency Response
In-the-ear Headset
Built-in Microphone
In-ear-canalphone Design
9 mm Headset Driver",890,890,0,CORSECA,4.7,8219,952,ACCEEQZDWJCPTEEZ,4,Black,Mdr Ex-15ap,In the Ear,Not available,Not available,No,Wired,Not available
https://www.flipkart.com/jbl-live200bt-wireless-in-ear-neckband-bluetooth-headset/p/itm0405f2151d187?pid=ACCF8CF7N7XF5TCS,JBL,"JBL LIVE200BT Wireless In-Ear Neckband Bluetooth Headset  (Black, In the Ear)","Enjoy the legendary sound output that JBL is famous for with its JBL Live 200BT headphones. Elegantly designed, these headphones are made of aluminium that gives them a premium finish. The headphones let you enjoy great sound delivery and stream your playlist for up to 10 hours. The inbuilt microphone allows you to have crystal clear conversations. When not in use, the magnetic tips of the headphones ensure a tangle-free experience.",3399,5299,35,Creative Deals,4.7,4733,465,ACCF8CF7N7XF5TCS,3.7,Black,JBLLIVE200BTBLK,In the Ear,Not available,Not available,Yes,Bluetooth,Not available
https://www.flipkart.com/sony-mdr-ex255ap-gaming-earphones-clear-sound-extra-bass-mic-wired-headset/p/itmf5f6abcdca006?pid=ACCG3Y4HRTUSS7Q7,SONY,"SONY MDR-EX255AP Gaming Earphones Clear Sound Extra Bass With Mic Wired Headset  (Black, In the Ear)","These earphones from Sony are built for people who are constantly on the move. These earphones feature an Inline Mic, whose functions can be configured as per your convenience. They feature 9 mm Neodymium Drivers and they support a wide frequency range of 5 Hz to 24 KHz so that you can have an enjoyable listening experience.

Inline Mic
This feature makes for a seamless hands-free calling experience - you can easily switch to take/make calls easily while you are listening to music.

Neodymium Drivers
You can enjoy music that is powerful, yet perfectly balanced and detailed right on these earphones. These earphones support a wide frequency range of 5 Hz to 24 KHz so that you can hear even the most subtle details in your music.

Music Mobility
This pair of earphones is lightweight, allowing you to carry it around with ease. It also features a shiny metallic finish housing to match your style.

Snug Fit
With soft and secure-fitting silicone earbuds that fit perfectly, you can listen to music without facing any discomfort.

Wire Manager
Now, you don’t have to fret about your earphones getting tangled thanks to this feature.",1990,1990,0,BestU,4.2,0,0,ACCG3Y4HRTUSS7Q7,Not available,Black,MDR-EX255AP Gaming Earphones Clear Sound Extra Bass With Mic,In the Ear,Yes,No,Yes,Wired,Not available
https://www.flipkart.com/zebronics-zeb-bh502-bluetooth-headset/p/itm61a7f4ac0ce37?pid=ACCEJJ3GCZKGAYWK,ZEBRONICS,"ZEBRONICS ZEB-BH502 Bluetooth Headset  (Black, In the Ear)",Description Not available,275,470,41,CLICKNSAVE,4.4,158,20,ACCEJJ3GCZKGAYWK,3.2,Black,ZEB-BH502,In the Ear,Not available,Not available,Yes,Bluetooth,Not available
